time_s,temperature,heart_rate,spo2,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1409.9,37.183,68.78,98.95,0.0146,-0.0169,1.0147,-0.704,0.534,-0.435
1409.95,37.206,69.36,98.99,0.0219,0.0377,0.9882,-0.257,1.046,0.098
1410.0,37.18,69.45,98.95,0.0714,0.0445,0.9771,-1.902,0.108,-0.068
1410.05,37.188,69.45,99.06,0.0865,0.0078,0.9705,-0.643,0.113,0.386
1410.1,37.194,69.22,98.95,0.0599,0.041,0.9454,0.615,0.82,-0.972
1410.15,37.204,69.09,99.0,0.0111,0.1006,0.9825,1.048,0.664,-0.562
1410.2,37.181,68.86,99.07,0.0345,0.0945,1.0011,0.244,1.056,0.412
1410.25,37.191,69.36,99.05,0.014,0.0687,1.0189,0.175,0.033,0.204
1410.3,37.171,70.0,99.06,0.0528,-0.0058,1.0474,0.279,0.113,0.11
1410.35,37.179,68.92,99.07,0.0326,0.0167,1.0035,0.106,0.554,-0.2
1410.4,37.174,69.72,99.11,0.0449,0.0026,1.0003,1.199,0.522,-0.505
1410.45,37.16,69.26,99.09,-0.0265,0.0255,1.0571,2.049,-1.388,-0.734
1410.5,37.163,69.16,99.1,-0.0542,-0.0064,1.0131,2.287,-0.91,0.115
1410.55,37.183,70.31,99.07,-0.064,0.0238,1.0337,1.61,0.034,-0.68
1410.6,37.183,70.45,99.09,0.083,-0.0129,1.0275,2.445,1.126,0.574
1410.65,37.168,70.08,99.15,0.0374,-0.0447,0.9855,1.061,0.566,0.559
1410.7,37.194,69.23,99.16,0.0704,-0.0188,0.9598,0.47,-0.007,-0.181
1410.75,37.168,70.23,99.12,0.0064,-0.0384,0.9179,-0.936,0.643,0.635
1410.8,37.181,70.16,99.14,0.0227,0.0033,0.9798,-0.757,-0.344,0.36
1410.85,37.175,70.76,99.17,0.0089,0.0727,0.9618,0.589,0.921,-0.069
1410.9,37.18,69.46,99.12,-0.0135,-0.016,1.0432,1.027,0.185,-1.09
1410.95,37.188,69.87,99.19,-0.052,-0.0047,1.061,1.298,-0.966,-0.449
1411.0,37.186,69.19,99.22,-0.0911,-0.0227,1.0128,0.975,-0.468,-0.07
1411.05,37.186,68.63,99.14,-0.0648,-0.0123,1.0188,-0.207,-1.55,-1.209
1411.1,37.185,68.6,99.21,-0.0039,0.0101,0.967,-0.302,-0.931,-0.282
1411.15,37.166,69.48,99.17,0.0024,0.0172,1.0185,-0.666,-0.876,-1.891
1411.2,37.19,69.0,99.15,0.0128,0.022,1.0066,-0.12,-1.119,-0.007
1411.25,37.168,69.55,99.18,-0.0399,0.0797,1.0023,-0.732,0.884,-0.318
1411.3,37.178,69.53,99.07,0.0307,0.0798,1.012,-1.418,1.673,-0.4
1411.35,37.175,69.13,99.1,0.0299,0.0459,1.0076,-0.7,0.293,-0.356
1411.4,37.182,68.26,99.1,0.0321,0.034,1.0596,-0.178,1.363,0.295
1411.45,37.174,68.45,99.12,-0.0321,-0.0019,0.9604,-0.375,0.57,0.026
1411.5,37.177,68.97,99.13,-0.0302,0.0428,0.96,0.189,-0.061,-0.321
1411.55,37.195,68.93,99.1,0.0357,0.0517,1.0108,0.389,0.631,-0.519
1411.6,37.166,68.84,99.09,-0.0271,-0.0343,1.0603,0.258,-1.316,-0.772
1411.65,37.179,69.01,99.1,-0.0435,-0.0304,1.021,-0.209,-1.331,-0.03
1411.7,37.168,68.36,99.08,-0.0279,-0.0226,1.0257,-0.546,0.137,-0.197
1411.75,37.186,68.5,99.06,-0.0374,0.0113,1.0254,-0.264,-0.298,-0.02
1411.8,37.172,68.59,99.06,0.0307,-0.0036,1.0094,-0.661,1.66,1.274
1411.85,37.179,68.71,99.08,-0.0329,-0.0195,0.9718,-1.094,2.08,0.289
1411.9,37.166,68.14,99.08,-0.0493,-0.0459,1.0146,-0.682,2.229,-0.91
1411.95,37.192,68.05,99.05,0.0066,-0.0287,0.9365,-0.552,1.185,-0.592
1412.0,37.18,68.17,98.97,0.0248,0.001,0.9772,-0.422,0.175,0.805
1412.05,37.18,67.97,99.06,0.0336,-0.0086,1.0027,0.025,0.336,-0.058
1412.1,37.187,67.76,98.94,-0.0258,-0.0068,0.9732,0.526,-0.801,0.219
1412.15,37.166,67.54,98.98,-0.042,-0.0347,0.9847,1.671,0.472,0.308
1412.2,37.173,66.96,98.95,0.0006,-0.0478,1.0005,1.522,0.193,0.895
1412.25,37.181,68.05,99.0,-0.0327,-0.0037,0.993,0.714,0.786,0.52
1412.3,37.161,68.0,98.95,-0.0162,-0.0395,1.0112,0.41,0.372,0.149
1412.35,37.162,67.88,98.94,-0.0527,0.0035,1.0319,-0.7,-0.165,0.352
1412.4,37.171,67.95,98.92,-0.0272,-0.0219,0.9706,-0.552,0.28,0.62
1412.45,37.168,67.67,98.89,0.0183,-0.0177,0.9639,-0.645,-0.482,0.293
1412.5,37.176,68.71,98.86,0.0135,-0.0417,1.0414,-0.737,0.473,-0.83
1412.55,37.184,68.24,98.9,0.0561,-0.0281,1.035,-1.084,0.974,-0.269
1412.6,37.187,68.8,98.89,0.0423,-0.0017,0.9883,0.535,1.717,-1.181
1412.65,37.197,67.54,98.88,0.0393,0.0183,0.9534,1.608,1.392,-1.084
1412.7,37.179,67.89,98.87,0.0089,0.0307,0.9073,1.776,0.502,-1.488
1412.75,37.181,67.95,98.89,0.049,0.0075,0.9744,1.272,1.105,-1.148
1412.8,37.179,68.77,98.85,0.0562,-0.0233,1.0083,-0.686,-0.347,-0.465
1412.85,37.182,67.09,98.85,0.0362,0.0283,1.0683,-1.413,-1.028,0.037
1412.9,37.183,68.51,98.92,0.0332,-0.0115,1.0397,-1.357,-0.441,0.483
1412.95,37.188,68.39,98.89,0.0209,-0.0202,0.9651,-0.193,-0.473,0.308
1413.0,37.188,68.93,98.86,0.0523,-0.0184,0.9524,-0.579,0.091,0.325
1413.05,37.184,68.22,98.83,-0.0222,-0.0343,0.9578,-0.64,-0.137,0.356
1413.1,37.194,67.73,98.87,-0.0117,0.0377,1.0262,-0.242,0.21,0.56
1413.15,37.179,69.65,98.83,-0.0189,0.031,1.0045,-0.276,-0.54,0.077
1413.2,37.173,68.8,98.82,-0.0064,0.0056,0.9741,-1.31,-0.91,-0.245
1413.25,37.175,69.39,98.9,0.0141,-0.032,1.0126,-0.185,-1.785,0.182
1413.3,37.178,68.87,98.93,-0.0383,-0.0323,0.9868,1.333,-0.537,-0.391
1413.35,37.168,69.7,98.83,0.0145,-0.0065,0.9681,1.103,-0.744,-0.095
1413.4,37.173,69.62,98.87,0.0593,-0.0687,0.9915,1.588,-1.313,0.158
1413.45,37.168,69.95,98.9,-0.0145,-0.0669,0.9736,1.192,-0.193,0.189
1413.5,37.183,69.28,98.88,-0.0139,-0.0164,1.0088,-0.595,-0.156,1.171
1413.55,37.183,70.22,98.92,-0.0299,0.0235,1.0221,-1.289,0.286,1.224
1413.6,37.162,69.9,98.93,-0.0201,0.0391,0.9716,-1.896,0.042,1.069
1413.65,37.173,68.82,98.93,-0.0113,-0.0158,0.9858,-0.355,-0.295,0.686
1413.7,37.197,70.49,98.91,-0.0102,-0.0025,0.9713,-0.987,-0.349,0.675
1413.75,37.186,70.18,98.94,0.0283,0.0239,0.9978,-0.142,-0.938,0.071
1413.8,37.184,69.81,98.94,0.0094,0.0407,1.0258,-1.085,-1.854,0.672
1413.85,37.173,69.96,98.94,0.0546,0.0605,1.0034,-1.767,-0.401,-0.009
1413.9,37.182,69.58,98.95,0.0086,0.0293,1.0417,-0.988,0.67,0.087
1413.95,37.179,70.2,98.98,-0.0421,0.0164,0.9986,-0.548,0.964,0.152
1414.0,37.171,70.45,98.94,-0.0106,0.0014,1.044,0.648,1.533,0.846
1414.05,37.174,70.26,98.98,0.0207,-0.0045,0.9824,0.337,-0.652,-0.675
1414.1,37.175,70.34,99.1,0.007,-0.0044,0.9365,1.56,-0.692,-0.084
1414.15,37.164,69.97,99.03,-0.0031,0.0366,0.987,0.839,-0.771,-1.117
1414.2,37.166,69.78,98.99,0.016,0.0573,0.9864,0.148,0.759,-0.14
1414.25,37.177,70.26,99.13,-0.0276,0.0871,0.9636,0.314,-0.234,-0.15
1414.3,37.171,70.36,99.07,-0.029,0.0021,0.9843,0.512,0.734,-0.162
1414.35,37.176,70.0,99.04,-0.0382,-0.0377,1.0066,-0.951,1.55,-0.637
1414.4,37.163,70.41,99.11,0.0049,-0.061,1.0496,0.233,0.23,0.072
1414.45,37.187,70.57,99.11,-0.0047,-0.0373,0.9672,0.934,0.762,1.558
1414.5,37.2,70.58,99.1,0.026,-0.0102,0.9308,0.227,-0.644,-0.001
1414.55,37.19,69.8,99.09,0.0204,-0.0135,1.017,-0.137,0.669,1.565
1414.6,37.191,69.15,99.1,-0.0284,-0.0372,1.0255,-0.256,-0.735,0.847
1414.65,37.186,70.13,99.15,0.0022,-0.088,1.0971,-0.273,-0.718,1.317
1414.7,37.182,69.7,99.14,0.026,-0.0316,1.013,0.034,-0.776,0.879
1414.75,37.18,69.78,99.16,0.0402,0.0131,1.043,0.294,-0.591,0.813
1414.8,37.17,69.45,99.19,-0.0022,0.0115,1.0405,0.601,-0.543,-0.688
1414.85,37.186,70.43,99.14,-0.0085,0.0388,1.0411,0.683,-0.639,0.001
1414.9,37.186,69.31,99.21,-0.0884,0.0351,1.0552,1.643,-0.123,-0.613
1414.95,37.175,70.37,99.16,-0.0531,0.0275,0.9942,0.911,0.15,0.124
1415.0,37.185,69.74,99.18,-0.0243,-0.0298,0.9988,1.091,0.639,0.427
1415.05,37.173,69.78,99.16,0.0042,0.0209,1.0249,1.243,-0.946,0.692
1415.1,37.173,69.1,99.19,-0.021,0.0292,1.0252,0.311,-0.344,-0.003
1415.15,37.187,68.66,99.23,-0.031,-0.0439,1.0215,0.511,0.727,0.346
1415.2,37.184,69.34,99.22,-0.0603,-0.0866,0.9606,-0.471,0.281,-1.167
1415.25,37.177,69.08,99.19,-0.0338,-0.0707,1.0134,0.063,0.623,-0.322
1415.3,37.176,68.58,99.17,0.0223,-0.0429,1.0209,-0.446,0.043,0.588
1415.35,37.181,69.11,99.12,-0.0217,-0.0259,1.0004,0.227,-0.47,0.44
1415.4,37.161,68.97,99.12,-0.0545,-0.0057,1.0325,-0.708,-0.944,-0.547
1415.45,37.172,67.75,99.1,-0.0406,0.0215,1.0258,0.463,-1.426,0.179
1415.5,37.167,68.86,99.09,0.0362,-0.0503,1.046,-0.427,0.04,-0.033
1415.55,37.18,68.97,99.13,0.0383,-0.0993,1.0004,0.2,0.345,-0.777
1415.6,37.19,67.68,99.1,-0.0358,-0.0927,1.0447,-0.602,1.176,-0.308
1415.65,37.184,69.37,99.14,-0.0035,-0.0839,0.995,-0.804,-0.076,-0.641
1415.7,37.174,69.06,99.1,0.0046,-0.0147,0.9712,-0.81,-0.708,0.011
1415.75,37.173,67.47,99.08,0.0516,-0.0008,1.0003,0.983,-0.192,-0.061
1415.8,37.172,68.13,99.1,0.082,-0.0043,1.0029,-0.747,0.319,-1.038
1415.85,37.2,67.84,99.05,0.0625,-0.0384,0.9785,0.443,0.565,-0.803
1415.9,37.18,67.69,99.02,-0.0016,-0.0176,1.0496,-0.567,1.515,-0.418
1415.95,37.182,68.44,99.06,-0.0581,-0.0034,1.0177,-0.484,1.938,-0.955
1416.0,37.158,68.36,99.08,-0.0564,-0.0001,1.0133,-0.568,1.296,-0.31
1416.05,37.168,67.84,98.97,0.0116,-0.0018,0.9678,0.513,0.885,0.37
1416.1,37.179,67.92,98.99,0.0806,0.0284,0.9464,0.537,1.323,0.705
1416.15,37.175,68.35,99.02,0.0541,-0.0325,0.9436,0.276,-0.239,0.443
1416.2,37.181,68.58,98.99,0.0166,-0.0599,0.9942,0.589,0.733,0.544
1416.25,37.181,68.0,98.93,-0.0214,0.0227,1.0099,0.7,0.716,0.062
1416.3,37.186,68.49,98.94,0.0567,0.0827,1.0035,-0.175,0.134,0.288
1416.35,37.161,68.78,98.97,0.038,0.106,0.9634,-0.819,0.544,-0.803
1416.4,37.169,69.02,98.96,-0.0643,0.0806,1.005,-0.371,-0.141,-0.787
1416.45,37.179,68.77,98.92,-0.1137,0.0377,0.9986,-0.552,-0.847,-1.0
1416.5,37.173,68.76,98.93,-0.0629,-0.0124,1.0193,-0.132,-1.515,-0.993
1416.55,37.177,68.62,98.83,0.0637,-0.0358,1.0392,-0.258,-1.071,-0.713
1416.6,37.181,68.61,98.91,0.0576,-0.0165,0.9935,-0.505,-1.475,0.33
1416.65,37.172,68.97,98.91,0.0182,-0.0083,1.0308,-0.619,-0.178,-0.049
1416.7,37.182,69.0,98.85,-0.0517,0.0093,1.0384,-0.53,0.127,0.628
1416.75,37.185,69.23,98.91,-0.0028,0.0211,1.0257,-0.556,-0.043,-0.162
1416.8,37.18,68.71,98.88,0.0163,-0.0142,0.9996,-0.862,-0.946,0.885
1416.85,37.187,69.49,98.86,-0.0023,0.0448,0.9638,-1.224,-0.535,-0.38
1416.9,37.158,68.48,98.87,-0.0149,-0.0168,0.978,-0.074,-2.105,0.906
1416.95,37.174,69.65,98.78,-0.0103,-0.0173,0.971,-1.269,-2.017,0.858
1417.0,37.189,69.27,98.89,-0.0282,-0.0283,0.9803,0.333,-1.404,-0.35
1417.05,37.171,68.88,98.91,0.0145,-0.0294,0.9939,1.023,0.372,-0.773
1417.1,37.17,68.94,98.9,-0.0599,-0.0136,0.9646,0.103,1.347,-0.721
1417.15,37.179,69.84,98.85,0.0057,-0.0408,0.9916,-0.233,2.041,-0.638
1417.2,37.18,69.69,98.88,-0.0252,0.0182,1.0109,0.147,2.835,-0.119
1417.25,37.174,69.78,98.92,-0.0142,-0.0077,1.0072,0.162,2.817,-0.702
1417.3,37.198,69.64,98.86,-0.0255,-0.0269,1.004,1.809,0.38,-0.122
1417.35,37.183,69.58,98.9,-0.0165,0.0312,0.9888,-0.233,-0.335,-0.131
1417.4,37.171,69.88,98.89,-0.0018,0.0392,0.9877,0.94,0.99,-0.529
1417.45,37.165,69.85,98.89,-0.0186,0.0579,1.0399,-0.87,1.098,0.264
1417.5,37.184,69.52,98.97,-0.0217,0.0551,0.9753,-0.526,2.41,0.563
1417.55,37.171,69.09,98.91,-0.0218,0.04,0.9777,0.397,1.028,0.47
1417.6,37.201,69.61,98.93,-0.0015,0.0205,1.0218,-1.008,0.984,-1.043
1417.65,37.184,70.06,98.95,0.0188,0.0718,1.0448,0.131,-0.404,-0.073
1417.7,37.185,70.41,99.04,0.0824,0.0158,0.994,-0.178,-0.652,-0.16
1417.75,37.182,69.01,98.93,0.0563,0.0015,0.9714,-0.006,-1.486,0.929
1417.8,37.191,69.77,98.94,0.0024,-0.008,0.9982,-0.152,-1.49,-0.068
1417.85,37.156,70.14,98.97,-0.0047,0.0111,1.0604,-1.17,-0.794,-1.113
1417.9,37.168,70.1,98.97,0.0408,0.0247,1.0557,-0.873,-0.662,-0.69
1417.95,37.19,70.06,99.02,0.0235,0.0454,0.926,0.68,-0.504,-1.265
1418.0,37.195,69.77,99.02,0.0156,0.0176,0.8984,1.124,-0.914,-0.699
1418.05,37.168,69.64,98.99,0.0245,0.0232,0.9367,1.289,0.53,0.356
1418.1,37.162,70.25,99.03,-0.0324,-0.0055,0.9625,1.352,0.544,1.419
1418.15,37.182,70.13,99.06,-0.0433,-0.0119,1.0199,1.069,1.018,1.103
1418.2,37.185,69.96,99.12,0.0122,0.0329,0.9963,0.464,1.264,0.637
1418.25,37.181,70.99,99.07,0.0264,0.051,0.973,0.773,0.208,1.327
1418.3,37.179,70.58,99.07,0.0065,-0.0135,0.9922,0.642,0.222,0.336
1418.35,37.161,70.2,99.1,0.0357,-0.0448,0.9788,-0.021,-0.633,-0.047
1418.4,37.176,70.4,99.09,0.0245,-0.0238,0.9847,0.334,-1.008,0.112
1418.45,37.178,70.24,99.14,0.0602,-0.0044,0.9888,0.158,-2.002,-0.738
1418.5,37.175,69.76,99.13,0.0339,-0.0355,0.9446,0.259,-1.027,0.081
1418.55,37.161,69.32,99.09,-0.0151,-0.0626,0.9872,0.445,-0.855,0.351
1418.6,37.186,70.34,99.19,-0.0636,-0.032,0.9657,0.113,-0.632,0.536
1418.65,37.189,69.83,99.16,-0.0081,0.0386,0.9595,0.765,-2.36,0.869
1418.7,37.172,70.27,99.13,0.0099,0.0741,1.0546,0.659,-0.933,0.772
1418.75,37.178,70.21,99.14,0.025,0.0106,1.0537,0.064,-1.702,0.596
1418.8,37.175,69.03,99.2,-0.0058,-0.0402,0.9692,0.078,0.601,0.527
1418.85,37.175,70.07,99.13,-0.0266,-0.0118,0.9921,0.754,0.222,0.419
1418.9,37.185,70.61,99.17,0.0089,-0.0024,0.9594,0.459,0.038,0.399
1418.95,37.185,69.63,99.17,0.0408,-0.0827,0.9552,-0.919,0.496,0.646
1419.0,37.191,69.88,99.2,0.0272,-0.0428,0.9914,-0.203,1.445,0.18
1419.05,37.191,70.21,99.18,-0.0021,-0.0347,0.9867,-0.388,0.136,-0.552
1419.1,37.178,68.94,99.18,0.0233,0.0538,0.9928,-1.058,1.208,-0.093
1419.15,37.209,68.64,99.17,-0.0076,0.0815,1.0323,0.085,-0.284,-0.685
1419.2,37.196,69.56,99.17,-0.04,0.0446,1.0068,0.07,0.113,-0.454
1419.25,37.174,68.84,99.19,-0.0409,0.0309,1.024,-0.284,-0.425,-0.465
1419.3,37.181,70.28,99.15,-0.0587,-0.0217,0.9743,0.537,0.045,0.149
1419.35,37.16,70.02,99.17,0.0213,-0.0365,1.0037,0.828,0.12,-1.089
1419.4,37.18,70.23,99.19,0.0349,-0.0394,0.981,-0.805,-0.171,-0.729
1419.45,37.197,69.54,99.11,0.0011,-0.0402,0.9672,0.451,-1.153,-1.348
1419.5,37.208,70.11,99.16,0.0141,-0.0328,1.0181,-0.017,-0.79,-0.556
1419.55,37.179,69.59,99.14,0.0336,-0.0273,1.0211,0.047,0.268,-0.35
1419.6,37.184,69.73,99.14,0.0189,-0.0745,1.0454,0.099,0.895,0.03
1419.65,37.186,70.58,99.1,0.0089,0.0111,1.0057,0.671,0.692,0.325
1419.7,37.2,68.87,99.17,-0.0008,0.0484,0.9633,0.941,0.418,1.2
1419.75,37.17,70.35,99.09,0.0374,0.0626,1.0291,1.506,0.141,0.757
1419.8,37.207,68.53,99.14,0.0027,0.0323,1.0314,0.92,1.262,-0.368
1419.85,37.177,69.45,99.09,0.0061,0.0695,1.0297,0.04,0.531,-0.757
1419.9,37.169,69.73,99.12,-0.0539,0.0361,0.9887,-1.097,0.881,-0.839
1419.95,37.177,69.19,99.12,0.0283,0.027,1.0115,-1.552,0.524,-0.987
1420.0,37.172,69.56,99.05,0.0527,-0.0338,1.0032,-1.438,0.236,-0.537
1420.05,37.184,69.59,99.07,0.0321,-0.0764,1.0151,-1.402,0.752,-0.276
1420.1,37.164,69.7,99.07,0.0032,0.0105,1.0082,-0.029,1.582,-0.336
1420.15,37.182,69.28,99.05,-0.0463,0.019,0.9888,0.554,-0.509,0.084
1420.2,37.187,69.03,98.96,-0.0257,0.0081,1.0155,0.076,-0.53,0.118
1420.25,37.195,69.45,98.97,0.057,-0.0447,1.0022,-1.252,-0.496,0.387
1420.3,37.187,69.19,98.97,0.0726,0.0075,0.9743,-0.887,0.038,0.285
1420.35,37.194,69.35,98.99,0.0392,0.0388,1.0223,-0.654,-0.775,1.337
1420.4,37.174,69.18,98.93,-0.0326,0.0722,1.0135,-1.618,0.116,0.824
1420.45,37.184,69.42,98.91,-0.0544,0.02,1.0313,0.248,-0.506,0.742
1420.5,37.158,69.02,98.94,-0.0492,-0.0097,0.9929,0.297,-0.376,0.803
1420.55,37.179,69.08,98.91,0.0523,0.0118,0.9944,1.544,-0.749,0.356
1420.6,37.184,68.76,98.88,0.0724,0.0325,0.9516,1.362,-0.603,-0.631
1420.65,37.185,69.4,98.91,0.0535,-0.0071,0.9481,1.69,0.179,-0.482
1420.7,37.165,68.87,98.9,0.0184,0.0013,1.0169,1.118,0.776,-0.29
1420.75,37.176,69.48,98.92,-0.0305,0.0299,1.0247,1.04,0.285,0.704
1420.8,37.178,69.85,98.88,0.0022,0.0238,1.014,1.251,-0.089,0.631
1420.85,37.176,70.13,98.85,0.0349,0.02,0.9698,0.986,-0.231,0.378
1420.9,37.188,69.31,98.92,-0.0081,0.0437,0.9626,0.382,-0.976,-0.999
1420.95,37.178,70.77,98.88,-0.0014,0.0938,0.9233,-0.221,-1.523,-0.494
1421.0,37.181,69.71,98.89,-0.0207,0.0479,1.0037,-0.582,-0.664,0.53
1421.05,37.175,69.49,98.84,-0.0034,-0.0078,1.0537,-1.114,-0.553,0.109
1421.1,37.191,70.43,98.88,-0.0577,-0.0442,1.0065,-0.974,-0.198,0.552
1421.15,37.192,69.05,98.88,-0.0532,0.0192,1.0114,-2.093,0.074,0.983
1421.2,37.177,69.52,98.87,-0.068,-0.0087,0.9924,-0.901,-0.294,1.177
1421.25,37.209,69.42,98.88,-0.0521,-0.0059,1.0157,-0.041,-0.678,-0.066
1421.3,37.173,68.97,98.84,-0.0259,-0.0713,0.9824,-0.381,-1.021,-1.186
1421.35,37.191,70.15,98.91,0.0161,-0.016,1.0121,-1.257,-0.178,0.101
1421.4,37.171,69.86,98.87,0.0129,0.0697,1.0629,-0.431,1.444,-0.983
1421.45,37.188,70.1,98.86,0.0386,0.0109,1.0577,-0.713,2.863,0.303
1421.5,37.187,70.14,98.93,-0.0635,-0.0219,0.9842,-1.168,0.765,0.228
1421.55,37.17,69.03,98.91,-0.0911,-0.0454,1.027,-1.809,0.939,0.743
1421.6,37.179,70.54,98.95,-0.0376,0.0411,1.0521,-0.506,-0.145,0.43
1421.65,37.199,69.63,99.0,0.0104,0.0338,1.0473,-0.998,-0.146,1.109
1421.7,37.172,70.56,98.96,0.0109,-0.0165,1.0377,-0.588,0.337,1.436
1421.75,37.185,69.51,98.92,-0.0229,-0.0689,0.9994,0.891,0.267,0.02
1421.8,37.184,70.39,98.98,-0.0179,-0.0216,0.9951,0.613,1.338,-0.761
1421.85,37.18,69.96,98.91,0.0074,-0.0385,0.9877,0.95,1.618,0.257
1421.9,37.163,70.45,99.01,0.0733,-0.0156,1.0269,0.482,0.947,0.843
1421.95,37.189,70.33,99.07,0.0355,-0.0458,0.9906,0.807,0.717,0.323
1422.0,37.181,70.62,99.02,-0.0081,-0.0229,1.0084,0.12,0.726,0.158
1422.05,37.192,70.43,99.07,-0.048,-0.0549,1.0603,0.019,-0.039,-0.307
1422.1,37.183,70.37,99.05,-0.0053,-0.0074,1.0048,0.282,0.395,-0.03
1422.15,37.181,71.29,99.02,0.0189,0.0091,1.0134,0.098,-0.082,0.152
1422.2,37.184,71.35,99.07,0.023,0.0278,0.994,-0.653,0.182,0.839
1422.25,37.171,71.73,99.08,0.0155,0.0263,1.0148,-0.805,-0.849,0.629
1422.3,37.196,70.86,99.16,-0.0072,0.0303,0.9703,0.004,-1.527,1.416
1422.35,37.177,70.84,99.1,0.0329,0.0249,1.043,-0.628,-2.426,0.334
1422.4,37.177,70.97,99.16,0.0415,-0.0391,1.068,-0.057,-0.599,0.38
1422.45,37.194,70.63,99.13,0.0017,-0.0427,1.0122,-1.018,0.276,0.474
1422.5,37.183,70.39,99.13,0.0425,-0.0237,0.9862,-0.556,0.959,0.271
1422.55,37.178,70.77,99.09,0.0507,-0.0178,0.9939,-0.092,1.556,0.05
1422.6,37.185,70.69,99.19,-0.0286,-0.033,1.0163,0.037,0.431,-0.481
1422.65,37.187,71.35,99.12,-0.0522,-0.0405,1.0037,1.076,-0.619,-0.088
1422.7,37.179,71.47,99.16,-0.0443,-0.0432,0.9826,1.133,-0.78,0.327
1422.75,37.19,70.1,99.16,-0.02,-0.0072,1.0115,1.323,-0.488,0.787
1422.8,37.168,70.68,99.18,0.0029,-0.0447,1.0367,0.998,-0.808,-0.551
1422.85,37.183,71.25,99.18,-0.0908,-0.0008,1.0128,0.908,-0.999,-0.286
1422.9,37.189,71.11,99.21,-0.1008,-0.0283,1.0178,0.398,-1.012,0.091
1422.95,37.187,70.91,99.17,-0.0269,-0.0256,0.9955,0.262,-0.372,-0.229
1423.0,37.158,70.86,99.2,0.0313,-0.0679,1.0441,-0.828,-0.294,0.232
1423.05,37.179,71.11,99.19,0.0123,-0.0422,0.9873,-0.514,-0.116,0.262
1423.1,37.169,71.09,99.17,-0.0096,-0.0218,0.9888,-0.851,0.725,-0.156
1423.15,37.194,70.19,99.2,-0.023,0.0198,0.9923,-0.048,-0.173,0.423
1423.2,37.177,69.89,99.23,-0.0151,0.0371,1.0664,0.978,0.992,0.157
1423.25,37.192,70.68,99.21,0.0017,0.0365,1.0613,0.595,0.588,-0.778
1423.3,37.169,71.02,99.19,-0.0181,-0.0007,1.0397,1.453,0.37,-0.103
1423.35,37.185,70.36,99.16,-0.0043,-0.016,0.9831,0.688,-0.41,-0.496
1423.4,37.181,71.6,99.07,-0.0002,0.0126,0.9886,0.661,-0.22,0.19
1423.45,37.208,70.84,99.14,-0.0507,0.0045,1.0401,-0.214,-0.616,-0.224
1423.5,37.193,70.12,99.14,-0.0276,-0.0001,1.0024,-0.584,-0.547,-0.246
1423.55,37.192,69.41,99.13,-0.0465,0.0689,0.9654,-0.354,-1.206,0.249
1423.6,37.201,70.55,99.11,-0.0315,0.0043,0.9731,-0.788,-0.775,-0.249
1423.65,37.184,69.69,99.15,0.0636,-0.0007,0.9894,-1.113,-0.591,-1.066
1423.7,37.18,69.74,99.08,0.027,0.0175,0.9462,-1.803,-0.471,-0.86
1423.75,37.179,69.56,99.09,0.0194,0.0669,0.9593,-0.816,-0.398,-0.262
1423.8,37.184,69.23,99.13,0.0156,0.0267,1.0334,-0.616,-1.194,-0.88
1423.85,37.153,69.52,99.16,0.002,-0.0094,1.0479,-0.842,-0.84,-0.548
1423.9,37.181,69.44,99.08,0.02,-0.0351,0.9825,0.095,1.292,1.306
1423.95,37.183,69.22,98.99,0.0284,-0.0255,0.9636,1.931,2.482,0.026
1424.0,37.179,69.26,99.06,-0.0284,-0.0316,1.0041,1.312,2.38,0.445
1424.05,37.166,70.41,99.07,-0.0243,-0.0409,1.0225,0.288,1.825,0.032
1424.1,37.179,69.82,99.03,-0.0176,0.0275,0.9287,1.869,0.596,0.839
1424.15,37.166,69.34,99.06,0.009,0.02,0.8869,-0.401,0.004,-1.028
1424.2,37.199,68.52,99.01,0.0276,-0.0169,0.9584,0.005,-0.867,-0.811
1424.25,37.178,69.61,99.01,-0.0201,-0.0282,1.0186,-0.37,0.16,-0.599
1424.3,37.16,70.23,99.0,-0.0083,-0.0012,0.9676,0.534,-1.14,0.352
1424.35,37.179,70.17,98.96,0.0371,-0.0284,1.0203,-0.68,0.227,0.125
1424.4,37.19,69.23,98.96,0.0314,0.0002,1.0053,-1.103,-0.08,-0.512
1424.45,37.183,69.47,98.95,0.0145,-0.005,1.0949,-1.472,-0.078,-0.035
1424.5,37.172,68.75,98.93,0.0187,0.049,1.0739,-1.332,0.307,-0.397
1424.55,37.174,69.46,98.9,-0.0651,0.0369,0.9987,-1.4,0.447,-0.267
1424.6,37.178,69.7,98.96,0.0074,-0.0352,1.0475,0.082,0.783,-0.455
1424.65,37.177,69.64,98.92,0.0321,-0.059,1.0737,0.415,1.213,0.121
1424.7,37.168,70.02,98.92,-0.0281,-0.0194,1.0365,0.294,0.407,-0.728
1424.75,37.18,69.82,98.89,-0.0262,-0.0236,1.0178,2.788,1.011,-0.106
1424.8,37.168,68.74,98.94,-0.0677,-0.0411,0.9773,2.491,0.199,0.124
1424.85,37.19,69.43,98.91,-0.0266,-0.0412,0.9021,1.25,0.5,-0.378
1424.9,37.192,70.2,98.92,-0.0097,0.0019,0.9513,1.106,-0.964,0.443
